id,keywords,abstract,title,journal,authors,tagged
https://www.scopus.c,High energy physics; Learning systems; Quantum computers; 'current; High-energy physics; Machine learning models; Machine-learning; Quantum Computing; Quantum data; Quantum machines; Quantum neural networks; Deep learning,"At the intersection of machine learning and quantum computing, quantum machine learning has the potential of accelerating data analysis, especially for quantum data, with applications for quantum materials, biochemistry and high-energy physics. Nevertheless, challenges remain regarding the trainability of quantum machine learning models. Here we review current methods and applications for quantum machine learning. We highlight differences between quantum and classical machine learning, with a focus on quantum neural networks and quantum deep learning. Finally, we discuss opportunities for quantum advantage with quantum machine learning. ?? 2022, Springer Nature America, Inc.",Challenges and opportunities in quantum machine learning,Scopus: Nat. Comput. Sci.ArticleFinal,Cerezo and  M. (57008876100); Verdon and  Guillaume (57219477369); Huang and  Hsin-Yuan (57210635216); Cincio and  Lukasz (16686295200); Coles and  Patrick J. (9734725300),1
http://dx.doi.org/10,Quantum Computing; Software Quality; Quality Attributes; Quantum Impacts; Quality models,"Classical computing, which gave us the current digital age, is about to be overriden by a more exciting, powerful, and radically distinct form of computing technology termed as quantum computing. Quantum-based computing may eventually be many times faster than the computing capability that we all use today in our smart phones, laptop computers, and other devices. By leveraging the fundamentals of quantum mechanics, quantum potential is initially focused in this research paper. A baseline has been defined to get through the fundamentals of quantum computing. To get insights, currently available quantum computing platforms or environments are described. Software quality models are investigated to enlist detailed software quality attributes and their relevance for different software application types. We have presented characteristics of quantum computers or quantum processors that may be pertinent to understanding or reasoning about software quality attributes. How these quantum computing characteristics (QCCs) may impact quality of quantum software, is analyzed in the end.",Studying efficacy of traditional software quality parameters in quantum software engineering,SPRINGER,Faryal and  M; Rubab and  S; Khan and  MM; Khan and  MA; Shehab and  A; Tariq and  U; Chelloug and  SA; Osman and  L,1
https://www.scopus.c,Issue reports; Quantum computing; Quantum software engineering; Stack Exchange; Topic modeling,"With the advance of quantum computing, quantum software becomes critical for exploring the full potential of quantum computing systems. Recently, quantum software engineering (QSE) becomes an emerging area attracting more and more attention. However, it is not clear what are the challenges and opportunities of quantum computing facing the software engineering community. This work aims to understand the QSE-related challenges perceived by developers. We perform an empirical study on Stack Exchange forums where developers post-QSE-related questions answers and Github issue reports where developers raise QSE-related issues in practical quantum computing projects. Based on an existing taxonomy of question types on Stack Overflow, we first perform a qualitative analysis of the types of QSE-related questions asked on Stack Exchange forums. We then use automated topic modeling to uncover the topics in QSE-related Stack Exchange posts and GitHub issue reports. Our study highlights some particularly challenging areas of QSE that are different from that of traditional software engineering, such as explaining the theory behind quantum computing code, interpreting quantum program outputs, and bridging the knowledge gap between quantum computing and classical computing, as well as their associated opportunities.  ?? 2021 IEEE.",Understanding Quantum Software Engineering Challenges An Empirical Study on Stack Exchange Forums and GitHub Issues,"Scopus: Proc. - IEEE Int. Conf. Softw. Maint. Evol., ICSMEConference paperFinal",El Aoun and  Mohamed Raed (57424023800); Li and  Heng (57216386064); Khomh and  Foutse (24724747600); Openja and  Moses (57205030030),0
https://www.scopus.c,Classical services; Hybrid classical-quantum software; Quality; Quantum services,"The development that quantum computing technologies are achieving is beginning to attract the interest of companies that could potentially be users of quantum software. Thus, it is perfectly feasible that during the next few years hybrid systems will start to appear integrating both the classical software systems of companies and new quantum ones providing solutions to problems that still remain unmanageable today. A natural way to support such integration is Service-Oriented Computing. While conceptually the invocation of a quantum software service is similar to that of a classical one, technically there are many differences and technological limitations, which refer to platform independence, decoupling, scalability, etc. To highlight these differences and the difficulties to develop quality quantum services, this paper takes a well-known problem to which a quantum solution can be provided, integer factorization, making use of??the Amazon Braket quantum service platform. The exercise of trying to provide the factorization as a quantum service is carried out following the best practices, design patterns and standards existing in the implementation of classical services. This case study is used to highlight the rough edges and limitations that arise in the integration of classical-quantum hybrid systems using service-oriented computing. The conclusion of the study allows us to point out directions in which to focus research efforts in order to achieve effective quantum service-oriented computing. ?? 2022, The Author(s).",Quantum service-oriented computing: current landscape and challenges,Scopus: Softw. Qual. J.ArticleFinal,Moguel and  Enrique (56586255900); Rojo and  Javier (57215898404); Valencia and  David (8982355200); Berrocal and  Javier (32667521200); Garcia-Alonso and  Jose (55892225800); Murillo and  Juan M. (8687210000),1
https://www.scopus.c,computational foundations for engineering optimization; Grover search; quantum algorithm; quantum annealing; quantum approximate optimization algorithm; quantum phase estimation; quantum walk; topology and shape optimization; variational quantum eigensolver,"Quantum computing as the emerging paradigm for scientific computing has attracted significant research attention in the past decade. Quantum algorithms to solve the problems of linear systems, eigenvalue, optimization, machine learning, and others have been developed. The main advantage of utilizing quantum computer to solve optimization problems is that quantum superposition allows for massive parallel searching of solutions. This article provides an overview of fundamental quantum algorithms that can be utilized in solving optimization problems, including Grover search, quantum phase estimation, quantum annealing, quantum approximate optimization algorithm, variational quantum eigensolver, and quantum walk. A review of recent applications of quantum optimization methods for engineering design, including materials design and topology optimization, is also given. The challenges to develop scalable and reliable quantum algorithms for engineering optimization are discussed. ?? 2023 by ASME.",Opportunities and Challenges of Quantum Computing for Engineering Optimization,Scopus: J. Comput. Inf. Sci. Eng.ArticleFinal,Wang and  Yan (56040413400); Kim and  Jungin E. (58542649000); Suresh and  Krishnan (7103241761),1
https://www.scopus.c,Cloud computing; Hybrid quantum applications; Quantum computing; Quantum-classic integration,"The rapid evolution of quantum computation in the cloud creates considerable opportunities for multiple real-world application scenarios, including chemical simulation, optimization, and machine learning. Typical quantum applications are hybrid as they consist of both classical and quantum components. The latter require quantum computers for execution, which are often offered as cloud services. Thus, to implement quantum applications, developers need to have expertise in integration of quantum and classical components of the application, as well as understanding the relevant cloud-specific challenges and limitations. In this work, we explore the challenges which can be encountered when designing and implementing hybrid quantum applications in the cloud and identify which limitations of current quantum cloud services make such integration complex. To achieve this, we (i) implemented four quantum applications highlighting different scenarios of using quantum software components in cloud applications and (ii) analyzed the challenges and limitations encountered during the implementation process and documented the key observations. In addition, we discuss open research questions and ways to address them to improve the process of developing quantum applications in the cloud. ?? 2021 Copyright for this paper by its authors.",An exploratory study on the challenges of engineering quantum applications in the cloud,Scopus: CEUR Workshop Proc.Conference paperFinal,Vietz and  Daniel (57204730904); Barzen and  Johanna (55650592400); Leymann and  Frank (6603379902); Weder and  Benjamin (57215318521); Yussupov and  Vladimir (57204498259),1
https://www.scopus.c,Hybrid quantum???classical; Quantum classification; Quantum computing; Quantum deep learning; Quantum inspired; Quantum machine learning; Variational quantum algorithms,"Machine learning has become a ubiquitous and effective technique for data processing and classification. Furthermore, due to the superiority and progress of quantum computing in many areas (e.g., cryptography, machine learning, healthcare), a combination of classical machine learning and quantum information processing has established a new field, called, quantum machine learning. One of the most frequently used applications of quantum computing is machine learning. This paper aims to present a comprehensive review of state-of-the-art advances in quantum machine learning. Besides, this paper outlines recent works on different architectures of quantum deep learning, and illustrates classification tasks in the quantum domain as well as encoding methods and quantum subroutines. Furthermore, this paper examines how the concept of quantum computing enhances classical machine learning. Two methods for improving the performance of classical machine learning are presented. Finally, this work provides a general review of challenges and the future vision of quantum machine learning. ?? 2022 Elsevier Ltd","Machine learning in the quantum realm: The state-of-the-art, challenges, and future vision",Scopus: Expert Sys ApplReviewFinal,Houssein and  Essam H. (43361385400); Abohashima and  Zainab (57219687227); Elhoseny and  Mohamed (57148260400); Mohamed and  Waleed M. (57211990107),0
https://www.scopus.c,Process improvement; Quantum Computing; Quantum Services; Quantum Software Quality,"Quantum computing technology is revolutionizing the current world and is enabling the creation of advanced applications in various fields, such as healthcare and economics. However, for the industry to carry out mass production of quantum software, it is crucial to ensure an adequate level of quality. However, as quantum technologies move towards practical applications, they face significant challenges. Depending heavily on specific platforms, developers have difficulty creating quantum applications that can run on different quantum providers. Additionally, the lack of mature tools makes the creation of quantum applications a slow and complex process that requires specialized knowledge of quantum mechanics and computer science, where the quality of quantum services can be compromised. This article addresses the need to ensure an adequate level of quality in quantum software, and proposes a process that allows for the improvement of the current generation and deployment of quantum services while evaluating the quality of the created quantum services, using an extension of the OpenAPI Specification and the SonarQube tool. ?? 2023, The Author(s), under exclusive license to Springer Nature Switzerland AG.",Quantum Services Generation and Deployment Process: A Quality-Oriented Approach,Scopus: Commun. Comput. Info. Sci.Conference paperFinal,Alvarado-Valiente and  Jaime (57567776400); Romero-??lvarez and  Javier (57567571000); D??az and  Ana (58620717200); Rodr??guez and  Mois??s (55586954300); Garc??a-Rodr??guez and  Ignacio (58620685300); Moguel and  Enrique (56586255900); Garcia-Alonso and  Jose (55892225800); Murillo and  Juan M. (8687210000),1
https://www.scopus.c,Disease Detection; Neural Networks; Quantum Machine Learning; Support Vector Machine,"This study examined the transformative influence of Quantum Machine Learning (QML) in redefining medical applications. The paper provides a thorough analysis of the convergence of quantum computing and healthcare, thoroughly examining the potential benefits, challenges, and prospects. The paper extensively examines the difficulties faced when implementing QML in healthcare applications, specifically focusing on concerns related to noise, circuit design, and the conversion of conventional data into formats suitable for quantum systems. At the same time, it highlights the wide range of opportunities that QML provides, especially in tackling important medical concerns like cancer, neurological problems, and cardiovascular diseases, where prompt intervention is crucial. The study explicitly explores the potential of QML to fundamentally transform approaches to early disease diagnosis. This paper delves into many prospective, challenges in growth, and the numerous possibilities it offers for updating healthcare methodologies. The results emphasize the significant impact that QML can have on improving the accuracy and effectiveness of medical applications, opening possibilities for creative solutions in diagnosing and treating diseases. ?? The Author(s), under exclusive license to Springer Nature Switzerland AG 2024.","Exploring Quantum Machine Learning for Early Disease Detection: Perspectives, Challenges, and Opportunities",Scopus: Lect. Notes Comput. Sci.Conference paperFinal,Singh and  Madhusudan (57091032000); Singh and  Irish (57004278900); Singh and  Dhananjay (57833838900),0
https://www.scopus.c,Numerical methods; Quantum computers; Quantum optics; Support vector machines; Comprehensive analysis; Computing research; Emerging technologies; Fault-tolerence; Quantum algorithms; Quantum coherence; Quantum Computing; Quantum state; Quantum superpositions; Research domains; Semiconductor quantum dots,"Quantum computing is a revolutionary concept among emerging technologies visioned by researchers. The interdisciplinary nature of quantum computing evolves as cross-pollination of ideas, techniques, and methodologies. Henceforth, a comprehensive analysis of the literature is conducted to insight the progression of quantum computing research. Our study unfurls the intellectual landscape of major research domains in quantum computing including fiducial quantum state initialization, quantum superposition, quantum coherence, fault-tolerence and quantum algorithms. It assesses the prominence of the field through co-citation network analysis and burst reference analysis to unveil research trends that can be interweaved for the realization of quantum computers. The research findings reveal that photons, squids, nuclear magnetic resonance, semiconductor quantum dots, cryogenic temperatures, quantum machine learning, and support vector machines are the core research areas. Further, a meta-literature analysis of the research domain is carried out to extract the evolutionary pathways for future research. ?? 2023, The Author(s) under exclusive licence to International Center for Numerical Methods in Engineering (CIMNE).",Archives of Quantum Computing: Research Progress and Challenges,Scopus: Arch. Comput. Methods Eng.ReviewFinal,Sood and  Vaishali (43661704200); Chauhan and  Rishi Pal (7103093286),0
http://dx.doi.org/10,Quantum Machine Learning; Quality of Delivery; Machine Learning; Jitter; Quality of Service,"Classical classifiers such as the Support Vector Classifier (SVC) struggle to accurately classify video Quality of Delivery (QoD) time-series due to the challenge in constructing suitable decision boundaries using small amounts of training data. We develop a technique that takes advantage of a quantum-classical hybrid infrastructure called Quantum-Enhanced Codecs (QEC). We evaluate a (1) purely classical, (2) hybrid kernel, and (3) purely quantum classifier for video QoD congestion classification, where congestion is either low, medium or high, using QoD measurements from a real networking test-bed. Findings show that the SVC performs the classification task 4% better in the low congestion state and the kernel method performs 6.1% and 10.1% better for the medium and high congestion states. Empirical evidence suggests that when the SVC is trained on a very low amount of data, the classification accuracy varies significantly depending on the quality of the training data, however, the variance in classification accuracy of quantum models is significantly lower. Classical video QoD classifiers benefit from the quantum data embedding techniques. They learn better decision regions using less training data.",Quantum Classifiers for Video Quality Delivery,IEEE,Lisas and  T; de Fr??in and  R,1
http://dx.doi.org/10,Quantum machine learning; Quantum computing; Quantum deep learning; Quantum inspired; Hybrid quantum-classical; Quantum classification; Variational quantum algorithms,"Machine learning has become a ubiquitous and effective technique for data processing and classification. Furthermore, due to the superiority and progress of quantum computing in many areas (e.g., cryptography, machine learning, healthcare), a combination of classical machine learning and quantum information processing has established a new field, called, quantum machine learning. One of the most frequently used applications of quantum computing is machine learning. This paper aims to present a comprehensive review of state-of-the-art advances in quantum machine learning. Besides, this paper outlines recent works on different architectures of quantum deep learning, and illustrates classification tasks in the quantum domain as well as encoding methods and quantum subroutines. Furthermore, this paper examines how the concept of quantum computing enhances classical machine learning. Two methods for improving the performance of classical machine learning are presented. Finally, this work provides a general review of challenges and the future vision of quantum machine learning.","Machine learning in the quantum realm: The state-of-the-art, challenges, and future vision",PERGAMON-ELSEVIER SCIENCE LTD,Houssein and  EH; Abohashima and  Z; Elhoseny and  M; Mohamed and  WM,0
https://www.scopus.c,Quantum Code Analysis; Quantum Computing; Quantum Program Security; Quantum Services,"As the industry moves towards practical applications of quantum computing, it faces significant obstacles such as specific platform dependency and lack of mature tools. These obstacles make the creation of quantum applications a slow and complex process that requires specialized knowledge of quantum mechanics and computer science, which compromises the quality of quantum services. Therefore, the need to ensure an adequate level of quality in quantum software is fundamental. To address these challenges, this work proposes a process that enables developers to create high-quality quantum services in an automated and standardized way, using an extension of the OpenAPI specification. Furthermore, we analyze the challenges faced by NISQ devices, the most advanced quantum computers available today, due to errors and noise such as decoherence, gate errors, and readout errors. This process will make it possible to measure, at runtime, the stability and fidelity of the quantum circuits included in the generated quantum services. ?? 2023, The Author(s), under exclusive license to Springer Nature Switzerland AG.",Improving the Quality of Quantum Services Generation Process: Controlling Errors and Noise,Scopus: Lect. Notes Comput. Sci.Conference paperFinal,Alvarado-Valiente and  Jaime (57567776400); Romero-??lvarez and  Javier (57567571000); Arias and  Danel (58171241200); Terres and  Erik B. (58171241300); Garcia-Alonso and  Jose (55892225800); Moguel and  Enrique (56586255900); Garc??a Bringas and  Pablo (35316900500); Murillo and  Juan M. (8687210000),1
http://dx.doi.org/10,MOLECULAR-FORCE FIELD; HYDRATION FREE-ENERGIES; ATOMIC CHARGES; POPULATION ANALYSIS; BASIS-SETS; DENSITY; PARAMETERS; COSMO; SIMULATIONS; SOLVATION,"Parametrization of small organic molecules for classical molecular dynamics simulations is not trivial. The vastness of the chemical space makes approaches using building blocks challenging. The most common approach is therefore an individual parametrization of each compound by deriving partial charges from semiempirical or ab initio calculations and inheriting the bonded and van der Waals (Lennard-Jones) parameters from a (bio)molecular force field. The quality of the partial charges generated in this fashion depends on the level of the quantum-chemical calculation as well as on the extraction procedure used. Here, we present a machine learning (ML) based approach for predicting partial charges extracted from density functional theory (DFT) electron densities. The training set was chosen with the goal to provide a broad coverage of the known chemical space of druglike molecules. In addition to the speed of the approach, the partial charges predicted by ML are not dependent on the three-dimensional conformation in contrast to the ones obtained by fitting to the electrostatic potential (ESP). To assess the quality and compatibility with standard force fields, we performed benchmark calculations for the free energy of hydration and liquid properties such as density and heat of vaporization.",Machine Learning of Partial Charges Derived from High-Quality Quantum-Mechanical Calculations,AMER CHEMICAL SOC,Bleiziffer and  P; Schaller and  K; Riniker and  S,1
https://www.scopus.c,Quantum certification; Quantum literacy; Quantum math-physics; Quantum programming,"We are in presence of a quantum computing revolution that will be critical for the dominant global position of nations in near future. Some quantum lab devices have been developed and important milestones have been reached, mainly in the branch of communications. In this scenario, it is urgent to educate people in quantum computing and technology, like it happens with disciplines such as science, technology, engineering, and mathematics promoted by government in order to instruct science-aware citizens. A solid knowledge base in math and physics is essential for a workforce able to develop high quality quantum technology. This work addresses the necessity of quantum literacy for the creation of a new workforce, proposing the basic math tools, and physics background for entering into the field of quantum programming. It also addresses a certification about Science Foundation for Quantum Programming, as a means for assuring the quality of quantum software professionals. ?? Springer Nature Switzerland AG 2020.",Math and physics tools for quality quantum programming,Scopus: Commun. Comput. Info. Sci.Conference paperFinal,Murina and  Ezequiel (57215689102),1
